0.750320260842032 0.21717089171484233 0.02977456764491095 0.0025702446882403668 0.00015661588229680916 7.157451204889164e-6 2.5441137258422463e-7 7.197524852636385e-9 1.6446586442329023e-10 3.0621558285905705e-12 4.664752727816734e-14 5.814063776915285e-16 5.904591706240109e-18 4.843350508868226e-20 3.162062532229776e-22 1.60564872684648e-24 6.114935602346542e-27 1.6438627744358193e-29 2.782430922833919e-32 2.2308590424511833e-35
0.011430046925550105 0.7534544258622285 0.20614667289277727 0.026673374394573377 0.002166300119380118 0.00012372445803726607 5.276563133857694e-6 1.741401879231337e-7 4.547255664992707e-9 9.52416307339535e-11 1.6119975661228647e-12 2.2099926347776268e-14 2.4483582406001165e-16 2.1756088858735993e-18 1.5296058698190497e-20 8.321732132099036e-23 3.380460191639842e-25 9.655425076195758e-28 1.730404176433295e-30 1.464437327820617e-33
0.00017412027841772867 0.02290518586332835 0.7562458456195449 0.1950326886108137 0.023735333151370018 0.001806611317698905 9.628372124887485e-5 3.812472292290137e-6 1.1613194243935215e-7 2.7796038963999216e-9 5.292293105614495e-11 8.061297065970598e-13 9.823432728200638e-15 9.522313776401242e-17 7.252547427181171e-19 4.249116476623562e-21 1.8493310254111308e-23 5.634182034158775e-26 1.0728250084759324e-28 9.61323259921438e-32
2.6524712937526468e-6 0.0005230073404468511 0.03441753326375528 0.7586925858494126 0.1838366749498962 0.020962367687353024 0.0014887466251636964 7.366289125941488e-5 2.692093495977936e-6 7.516412428784458e-8 1.6353930821110842e-9 2.802235652056624e-11 3.793991695280807e-13 4.0452842027442e-15 3.361011595405841e-17 2.1331783364381426e-19 9.998086838562242e-22 3.263525338990439e-24 6.628353317061186e-27 6.3105630572890004e-30
4.0406574283684836e-8 1.0619118213274879e-5 0.0010471470495479567 0.045959168710091605 0.7607929507914228 0.1725664231293259 0.018356246043783594 0.001210237841149284 5.52676735257547e-5 1.8513152234470704e-6 4.698692000085845e-8 9.200420087529123e-10 1.40126231601876e-11 1.6599869118316385e-13 1.5170455762475856e-15 1.0503364335082943e-17 5.332945841143759e-20 1.8746102103091294e-22 4.0792804570223637e-25 4.142540575089711e-28
6.155358774997531e-10 2.021641466379185e-7 2.6567813448084846e-5 0.0017468639718645235 0.05752214100883697 0.762545484498119 0.16122977348122178 0.01591857922629536 0.0009685831704631147 4.0540908099438204e-5 1.2344487416269584e-6 2.8195889470891322e-8 4.907317637597983e-10 6.539561308230453e-12 6.640101714061452e-14 5.056818587537848e-16 2.800842996222376e-18 1.0665510922615652e-20 2.4993559965270934e-23 2.719352023024829e-26
9.376801255888081e-12 3.6950722115818082e-9 6.068301744920899e-7 5.316952223223972e-5 0.0026223208602729003 0.0690984743079262 0.7639489719587977 0.14983460938798562 0.01365082003732064 0.0007612501990348624 2.8963164370156443e-5 7.936662318474291e-7 1.6113004782169594e-8 2.4537299765241084e-10 2.8026691321242034e-12 2.3714098740882443e-14 1.4447443581622669e-16 6.001458262655637e-19 1.5235356344344043e-21 1.785106335372246e-24
1.4284204220485844e-13 6.566372070159041e-11 1.2938254347056973e-8 1.41659405930503e-6 9.309521838354661e-5 0.003673518278613875 0.0806801742377692 0.7650024400374057 0.13838885118769303 0.011554262046689617 0.0005856788943474937 2.005328154263989e-5 4.884288702479853e-7 8.676233344323912e-9 1.132457916389322e-10 1.0778940892745495e-12 7.296137875804897e-15 3.3337441386809165e-17 9.232120063097458e-20 1.1718249794822664e-22
2.1759924802119634e-15 1.1431009668245186e-12 2.6274195028100444e-10 3.451401907638711e-8 2.8342396612328643e-6 0.00014901279518951847 0.004900294366532325 0.09225923407016068 0.7657051582237715 0.12690045005235898 0.009630038701192525 0.000439284627666258 1.3368854361881263e-5 2.849058268221975e-7 4.337829149486008e-9 4.7181641476221226e-11 3.59260981049204e-13 1.823822865703527e-15 5.5555370410206976e-18 7.692392073956018e-21
3.3148106823818324e-17 1.958898195804074e-14 5.145297195241838e-12 7.884348673337208e-10 7.767756159155271e-8 5.103051356998469e-6 0.00022358397414207404 0.006302324745229945 0.1038276408900696 0.7660566391975634 0.11537738184404783 0.007879122573774487 0.0003194612151044318 8.50666366139645e-6 1.553851562943492e-7 1.9714791609646467e-9 1.715447289021128e-11 9.796511302664863e-14 3.315503015713513e-16 5.04963598280735e-19
5.049635952309158e-19 3.3155029976943995e-16 9.7965112553484e-14 1.715447281773271e-11 1.9714791538275405e-9 1.55385155825816e-7 8.506663640891762e-6 0.0003194612145276283 0.00787912256431422 0.11537738177530604 0.7660566392045163 0.10382764095381478 0.006302324752911392 0.00022358397454982486 5.103051369391632e-6 7.767756182718407e-8 7.884348702023075e-10 5.145297217074396e-12 1.9588982053009732e-14 3.314810700457354e-17
7.692392022983115e-21 5.5555370075678715e-18 1.823822855824511e-15 3.592609793205201e-13 4.718164127773269e-11 4.337829133861033e-9 2.849058259682919e-7 1.3368854329899293e-5 0.0004392846268810812 0.009630038689804783 0.12690044997905528 0.7657051582446206 0.09225923412847811 0.004900294372593891 0.00014901279546397853 2.8342396681674874e-6 3.4514019181710335e-8 2.6274195124171583e-10 1.143100971695682e-12 2.175992490800853e-15
